product_category,product_type,material_cost,production_time_days,region,origin_state,demand_index,market_trend,season,actual_selling_price,material_type
Woodcraft,Wooden Toy,613.55,1,Kolkata,West Bengal,0.629,-0.0837,Normal,3075.43,Wood
Natural / Eco-friendly Crafts,Coir Product,53.33,1,Pochampally,Telangana,0.444,0.0946,Festival,1430.55,Coir
Embroidery & Needlecraft,Table Runner,480.13,9,Kolkata,West Bengal,0.603,0.0772,Winter,4206.87,Cotton
"Bamboo, Cane & Natural Fibre",Tray,131.52,3,Assam,Assam,0.509,0.0658,Normal,1239.26,Palm Leaf
"Bamboo, Cane & Natural Fibre",Tray,112.15,2,Saharanpur,Uttar Pradesh,0.894,0.2055,Festival,2280.98,Palm Leaf
Handmade Home Décor,Showpiece,506.45,8,Kondapalli,Andhra Pradesh,0.667,0.1418,Monsoon,2240.86,Metal
Embroidery & Needlecraft,Embroidered Clothing,378.6,4,Srinagar,Jammu and Kashmir,0.575,-0.0578,Summer,2201.86,Cotton
Metal Crafts,Lamp,1092.01,2,Srikalahasti,Andhra Pradesh,0.803,0.2077,Festival,6200.5,Brass
Natural / Eco-friendly Crafts,Eco-friendly Packaging,77.45,3,Madhubani,Bihar,0.868,-0.041,Normal,1377.6,Palm Leaf
Handmade Toys,Handmade Game,218.48,3,Kolkata,West Bengal,0.695,0.0402,Summer,2235.67,Wood
Handloom & Textiles,Shawl,305.95,10,Pochampally,Telangana,0.727,0.1287,Festival,4265.71,Cotton
Handmade Jewellery,Necklace,171.34,4,Srikalahasti,Andhra Pradesh,0.627,0.0506,Normal,1482.26,Lac
Handmade Jewellery,Metal Jewellery,706.27,1,Raghurajpur,Odisha,0.701,0.2158,Festival,5000.68,Brass
Handmade Home Décor,Table Décor,267.06,6,Madhubani,Bihar,0.613,0.1577,Normal,3151.53,Wood
Natural / Eco-friendly Crafts,Natural-fibre Basket,70.27,2,Bastar,Chhattisgarh,0.46,0.036,Normal,1719.95,Jute
Metal Crafts,Bell-metal Product,1286.59,10,Saharanpur,Uttar Pradesh,0.772,0.107,Festival,5226.58,Bell Metal
Handmade Home Décor,Showpiece,336.82,7,Srinagar,Jammu and Kashmir,0.779,-0.1206,Normal,3195.4,Metal
Paintings & Art,Folk Painting,306.88,7,Channapatna,Karnataka,0.579,0.0773,Monsoon,1672.02,Watercolour
Leather & Traditional Craft,Belt,772.31,6,Channapatna,Karnataka,0.748,0.0571,Festival,3620.3,Leather
"Bamboo, Cane & Natural Fibre",Mat,134.61,3,Bhubaneswar,Odisha,0.638,0.0989,Monsoon,1984.02,Jute
Pottery & Terracotta,Diya,164.6,4,Etikoppaka,Andhra Pradesh,0.689,0.0702,Festival,1929.24,Clay
Ceramics,Mug,86.83,3,Narsapur,Andhra Pradesh,0.48,0.1451,Festival,1072.86,Ceramic
Handmade Home Décor,Wall Hanging,538.47,3,Madhubani,Bihar,0.782,0.0704,Wedding,3065.78,Cotton
Embroidery & Needlecraft,Quilt,455.22,8,Srinagar,Jammu and Kashmir,0.446,0.0602,Normal,3038.36,Wool
Paintings & Art,Phad Painting,277.31,4,Raghurajpur,Odisha,0.561,0.0452,Normal,2892.77,Cotton
Leather & Traditional Craft,Footwear,766.71,3,Bastar,Chhattisgarh,0.579,0.0324,Monsoon,3670.49,Leather
Pottery & Terracotta,Diya,154.46,3,Srinagar,Jammu and Kashmir,0.707,0.0063,Normal,1531.83,Clay
Handloom & Textiles,Fabric,770.93,12,Pochampally,Telangana,0.821,-0.1276,Festival,3880.67,Silk
Ceramics,Mug,191.3,2,Kashmir,Jammu and Kashmir,0.802,0.0841,Winter,1900.93,Ceramic
Woodcraft,Wooden Jewellery,402.74,9,Moradabad,Uttar Pradesh,0.697,-0.0722,Summer,4020.34,Wood
Handmade Jewellery,Beaded Jewellery,451.32,4,Kolkata,West Bengal,0.698,0.0435,Festival,3279.33,Seed Beads
"Bamboo, Cane & Natural Fibre",Decorative Item,165.63,3,Etikoppaka,Andhra Pradesh,0.507,-0.0341,Festival,1167.78,Palm Leaf
Ceramics,Decorative Piece,153.37,2,Moradabad,Uttar Pradesh,0.572,0.0653,Monsoon,1417.0,Stoneware
Woodcraft,Tray,388.33,15,Channapatna,Karnataka,0.89,0.1641,Normal,1957.29,Wood
"Bamboo, Cane & Natural Fibre",Lampshade,77.45,3,Moradabad,Uttar Pradesh,0.725,-0.0546,Summer,1278.78,Jute
Paintings & Art,Miniature Painting,190.64,9,Kashmir,Jammu and Kashmir,0.642,0.2312,Summer,2625.96,Watercolour
Paintings & Art,Handmade Wall Art,251.62,6,Madhubani,Bihar,0.86,0.0712,Normal,3081.82,Handmade Paper
Pottery & Terracotta,Diya,73.34,2,Jaipur,Rajasthan,0.488,0.1119,Normal,958.76,Clay
Handmade Home Décor,Table Décor,441.53,3,Narsapur,Andhra Pradesh,0.695,0.0026,Normal,2601.73,Wood
Natural / Eco-friendly Crafts,Eco-friendly Packaging,317.68,3,Kolkata,West Bengal,0.67,0.1252,Monsoon,2216.57,Palm Leaf
Leather & Traditional Craft,Traditional Leather Craft,765.09,6,Bhubaneswar,Odisha,0.261,-0.0811,Normal,2496.54,Leather
Handmade Toys,Cloth Doll,205.45,2,Srinagar,Jammu and Kashmir,0.678,0.1458,Normal,2129.03,Cotton
"Bamboo, Cane & Natural Fibre",Lampshade,224.46,5,Moradabad,Uttar Pradesh,0.819,-0.0141,Festival,1413.41,Cane
Natural / Eco-friendly Crafts,Coir Product,100.19,2,Kashmir,Jammu and Kashmir,0.599,-0.0563,Normal,1667.27,Coir
Pottery & Terracotta,Terracotta Figurine,51.15,2,Saharanpur,Uttar Pradesh,0.609,0.0191,Normal,1126.55,Clay
Pottery & Terracotta,Diya,118.59,2,Assam,Assam,0.443,0.1587,Festival,1609.06,Clay
Woodcraft,Decorative Panel,579.07,1,Bhubaneswar,Odisha,0.577,-0.0668,Normal,1722.65,Wood
Handmade Jewellery,Tribal Jewellery,262.24,5,Kutch,Gujarat,0.594,-0.0536,Normal,1495.19,Beads
Paintings & Art,Pattachitra,156.85,7,Bhubaneswar,Odisha,0.437,0.046,Normal,2610.71,Natural Pigment
Handmade Jewellery,Handmade Earrings,537.79,6,Khurja,Uttar Pradesh,0.761,0.1951,Winter,1852.7,Brass
Ceramics,Decorative Piece,278.05,2,Raghurajpur,Odisha,0.656,-0.0519,Normal,1619.78,Stoneware
Handmade Toys,Traditional Toy,69.55,4,Narsapur,Andhra Pradesh,0.634,0.1466,Normal,1778.6,Clay
Handmade Jewellery,Metal Jewellery,579.87,4,Madhubani,Bihar,0.705,0.0636,Summer,3372.68,Brass
Handmade Jewellery,Beaded Jewellery,438.04,4,Moradabad,Uttar Pradesh,0.76,0.1083,Normal,2321.62,Glass Beads
Metal Crafts,Copperware,987.05,6,Bhubaneswar,Odisha,0.903,0.0649,Normal,6795.42,Copper
Handmade Jewellery,Bangles,625.98,2,Srikalahasti,Andhra Pradesh,0.884,0.0551,Festival,2580.4,Brass
Handmade Bags & Accessories,Clutch,297.8,3,Assam,Assam,0.911,0.0731,Normal,2277.24,Jute
Metal Crafts,Jewellery,1842.28,8,Narsapur,Andhra Pradesh,0.69,-0.0418,Normal,3418.27,Silver
"Bamboo, Cane & Natural Fibre",Tray,30.0,4,Channapatna,Karnataka,0.597,0.027,Winter,1739.35,Palm Leaf
Handmade Bags & Accessories,Handbag,241.96,4,Pochampally,Telangana,0.485,0.2191,Monsoon,1309.69,Cotton
Embroidery & Needlecraft,Quilt,263.3,3,Kondapalli,Andhra Pradesh,0.634,0.1025,Normal,2415.62,Cotton
Leather & Traditional Craft,Traditional Leather Craft,938.23,6,Bastar,Chhattisgarh,0.789,0.1139,Monsoon,5443.68,Leather
Metal Crafts,Decorative Item,1223.53,2,Assam,Assam,0.319,-0.0495,Monsoon,4688.45,Brass
Handmade Jewellery,Bangles,352.04,4,Bhubaneswar,Odisha,0.414,0.0843,Normal,3892.98,Lac
Handmade Home Décor,Lamp,342.26,3,Srinagar,Jammu and Kashmir,0.581,0.0244,Winter,1657.25,Metal
Natural / Eco-friendly Crafts,Eco-friendly Packaging,120.02,4,Bhubaneswar,Odisha,0.67,-0.0923,Normal,1916.65,Banana Fibre
Handmade Jewellery,Handmade Earrings,528.24,4,Saharanpur,Uttar Pradesh,0.596,-0.0684,Festival,3799.65,Brass
Handmade Bags & Accessories,Tote Bag,370.27,6,Srinagar,Jammu and Kashmir,0.297,-0.0678,Summer,2274.77,Cotton
Leather & Traditional Craft,Belt,699.2,5,Saharanpur,Uttar Pradesh,0.558,0.1473,Winter,3258.68,Leather
Natural / Eco-friendly Crafts,Jute Product,123.27,2,Srinagar,Jammu and Kashmir,0.667,0.1471,Monsoon,1870.59,Jute
"Bamboo, Cane & Natural Fibre",Storage Box,139.19,2,Madhubani,Bihar,0.727,-0.0433,Winter,1109.27,Palm Leaf
Metal Crafts,Metal Sculpture,1397.99,6,Kolkata,West Bengal,0.611,0.1091,Summer,3541.9,Bell Metal
Metal Crafts,Copperware,1583.9,3,Srinagar,Jammu and Kashmir,0.866,0.1905,Wedding,6626.02,Copper
Leather & Traditional Craft,Wallet,728.81,7,Jaipur,Rajasthan,0.696,0.0361,Wedding,4539.46,Leather
Natural / Eco-friendly Crafts,Coir Product,72.16,4,Moradabad,Uttar Pradesh,0.838,-0.1034,Winter,1683.86,Coir
Handmade Toys,Wooden Toy,268.35,2,Moradabad,Uttar Pradesh,0.672,0.2009,Normal,1667.11,Wood
Leather & Traditional Craft,Belt,931.01,7,Srinagar,Jammu and Kashmir,0.679,-0.1208,Summer,5522.39,Leather
Woodcraft,Figurine,548.46,15,Jaipur,Rajasthan,0.375,0.0683,Normal,4364.8,Wood
Woodcraft,Furniture,647.87,9,Narsapur,Andhra Pradesh,0.871,0.1756,Normal,3036.5,Sheesham Wood
Handmade Bags & Accessories,Basket,70.35,5,Madhubani,Bihar,0.768,-0.0189,Normal,949.55,Bamboo
Woodcraft,Box,413.29,12,Kolkata,West Bengal,0.628,-0.0295,Winter,5116.71,Wood
Handmade Bags & Accessories,Handmade Belt,283.73,5,Srikalahasti,Andhra Pradesh,0.787,0.0346,Winter,2678.08,Jute
Embroidery & Needlecraft,Quilt,705.58,3,Bhubaneswar,Odisha,0.666,0.1781,Normal,4218.74,Wool
Handmade Jewellery,Necklace,1208.78,5,Kondapalli,Andhra Pradesh,0.727,-0.0316,Normal,5320.7,Silver
Handmade Bags & Accessories,Clutch,104.44,3,Khurja,Uttar Pradesh,0.867,0.0939,Summer,1262.75,Lac
Handmade Jewellery,Metal Jewellery,714.13,2,Khurja,Uttar Pradesh,0.654,0.0623,Summer,4545.12,Copper
Handmade Toys,Educational Toy,312.98,6,Kondapalli,Andhra Pradesh,0.916,0.1655,Summer,2065.79,Wood
Handmade Toys,Handmade Game,154.81,3,Bhubaneswar,Odisha,0.473,0.0339,Festival,1800.73,Wood
Handmade Jewellery,Necklace,380.13,3,Bastar,Chhattisgarh,0.434,0.091,Wedding,3487.29,Lac
Ceramics,Ceramic Jewellery,354.63,2,Kolkata,West Bengal,0.621,-0.0162,Wedding,2505.43,Porcelain
Woodcraft,Kitchenware,802.56,6,Moradabad,Uttar Pradesh,0.803,-0.1038,Festival,4529.28,Wood
Handmade Home Décor,Showpiece,363.17,3,Jaipur,Rajasthan,0.631,0.0295,Wedding,3078.95,Clay
"Bamboo, Cane & Natural Fibre",Lampshade,131.73,1,Assam,Assam,0.634,0.1553,Normal,2273.42,Jute
Handmade Toys,Puppet,338.09,1,Bastar,Chhattisgarh,0.808,0.0914,Normal,2258.98,Leather
Paintings & Art,Warli Painting,496.37,10,Etikoppaka,Andhra Pradesh,0.478,0.0056,Normal,2938.3,Acrylic
Pottery & Terracotta,Decorative Pot,30.0,2,Srikalahasti,Andhra Pradesh,0.514,-0.0174,Festival,1337.38,Clay
Handmade Jewellery,Bangles,354.4,4,Saharanpur,Uttar Pradesh,0.718,0.0279,Normal,2914.21,Lac
"Bamboo, Cane & Natural Fibre",Furniture,185.47,6,Thanjavur,Tamil Nadu,0.734,0.0204,Festival,2352.96,Cane
Handmade Home Décor,Table Décor,471.03,2,Raghurajpur,Odisha,0.427,0.102,Normal,3295.69,Clay
Ceramics,Ceramic Jewellery,387.59,3,Srinagar,Jammu and Kashmir,0.659,0.128,Normal,1627.37,Porcelain
Handmade Home Décor,Decorative Box,56.49,4,Etikoppaka,Andhra Pradesh,0.558,-0.0593,Summer,2780.6,Bamboo
Pottery & Terracotta,Clay Pot,169.26,3,Srinagar,Jammu and Kashmir,0.666,0.0059,Normal,1199.33,Clay
Natural / Eco-friendly Crafts,Coir Product,34.6,3,Bastar,Chhattisgarh,0.484,0.1612,Normal,851.97,Coir
Natural / Eco-friendly Crafts,Natural-fibre Basket,40.59,2,Khurja,Uttar Pradesh,0.634,-0.0939,Summer,1780.68,Coir
Handmade Home Décor,Mirror,134.05,5,Khurja,Uttar Pradesh,0.318,-0.0443,Monsoon,1735.53,Metal
Woodcraft,Figurine,147.12,3,Kutch,Gujarat,0.705,0.0856,Summer,1197.43,Wood
Handmade Home Décor,Candle,560.95,6,Assam,Assam,0.579,0.118,Winter,4227.59,Beeswax
Ceramics,Decorative Piece,205.99,3,Assam,Assam,0.797,0.0678,Normal,2263.73,Stoneware
Handmade Jewellery,Beaded Jewellery,289.11,3,Srikalahasti,Andhra Pradesh,0.561,0.0523,Monsoon,3813.6,Seed Beads
Handmade Jewellery,Terracotta Jewellery,445.7,2,Thanjavur,Tamil Nadu,0.805,-0.0224,Summer,3196.48,Terracotta
Handmade Jewellery,Lac Jewellery,402.2,4,Srinagar,Jammu and Kashmir,0.747,0.0272,Normal,2124.1,Lac
Paintings & Art,Folk Painting,215.75,2,Bastar,Chhattisgarh,0.5,-0.0317,Festival,2776.44,Acrylic
Handmade Toys,Wooden Toy,169.82,4,Assam,Assam,0.806,0.0728,Normal,2422.0,Wood
"Bamboo, Cane & Natural Fibre",Bag,248.36,3,Narsapur,Andhra Pradesh,0.483,0.1118,Monsoon,2278.58,Cane
"Bamboo, Cane & Natural Fibre",Lampshade,210.42,3,Etikoppaka,Andhra Pradesh,0.835,-0.0299,Festival,3048.8,Cane
Handmade Bags & Accessories,Scarf,494.13,2,Madhubani,Bihar,0.786,0.2479,Festival,2888.95,Silk
Pottery & Terracotta,Terracotta Jewellery,30.0,2,Pochampally,Telangana,0.545,0.0341,Normal,1095.85,Terracotta
Handloom & Textiles,Saree,389.68,10,Kashmir,Jammu and Kashmir,0.645,0.072,Normal,2652.43,Cotton
Handmade Toys,Traditional Toy,103.58,2,Jaipur,Rajasthan,0.658,0.0356,Festival,2094.62,Clay
"Bamboo, Cane & Natural Fibre",Household Product,147.35,3,Jaipur,Rajasthan,0.728,0.1424,Normal,1767.48,Bamboo
Handmade Jewellery,Bangles,340.55,7,Etikoppaka,Andhra Pradesh,0.466,0.0995,Winter,2171.43,Glass
Natural / Eco-friendly Crafts,Jute Product,271.36,2,Khurja,Uttar Pradesh,0.919,0.1822,Monsoon,1827.09,Jute
Metal Crafts,Lamp,1071.95,4,Saharanpur,Uttar Pradesh,0.819,-0.0081,Normal,7387.08,Brass
Pottery & Terracotta,Decorative Pot,78.94,4,Kutch,Gujarat,0.473,0.0815,Normal,1570.98,Terracotta
Handloom & Textiles,Bedsheet,312.37,5,Madhubani,Bihar,0.651,0.0157,Winter,2618.48,Jute
Embroidery & Needlecraft,Wall Hanging,212.27,2,Bastar,Chhattisgarh,0.849,-0.0004,Festival,3827.65,Jute
Ceramics,Ceramic Jewellery,220.78,1,Kolkata,West Bengal,0.421,-0.0422,Festival,1641.97,Ceramic
Handmade Jewellery,Lac Jewellery,261.62,4,Kondapalli,Andhra Pradesh,0.444,-0.139,Normal,2729.85,Lac
Natural / Eco-friendly Crafts,Palm-leaf Product,133.83,3,Moradabad,Uttar Pradesh,0.772,0.1403,Normal,1146.04,Palm Leaf
Handmade Bags & Accessories,Handmade Belt,98.38,4,Thanjavur,Tamil Nadu,0.492,0.0987,Summer,1539.67,Cotton
Leather & Traditional Craft,Wallet,991.89,7,Moradabad,Uttar Pradesh,0.554,0.038,Winter,3293.81,Leather
Handmade Jewellery,Bangles,276.32,6,Kondapalli,Andhra Pradesh,0.425,-0.012,Festival,1788.5,Glass
Woodcraft,Wall Décor,657.0,12,Srinagar,Jammu and Kashmir,0.356,0.0684,Normal,3845.63,Wood
Metal Crafts,Jewellery,1008.01,3,Pochampally,Telangana,0.474,0.0694,Winter,4040.87,Brass
Paintings & Art,Phad Painting,78.39,7,Kolkata,West Bengal,0.815,0.186,Festival,3151.48,Cotton
Handloom & Textiles,Traditional Garment,421.26,11,Kolkata,West Bengal,0.532,0.0334,Normal,3206.03,Wool
Paintings & Art,Gond Art,356.01,5,Saharanpur,Uttar Pradesh,0.75,-0.1785,Summer,1974.71,Watercolour
Pottery & Terracotta,Sculpture,74.55,2,Moradabad,Uttar Pradesh,0.871,0.1653,Monsoon,1232.45,Clay
Handmade Bags & Accessories,Basket,170.34,3,Kondapalli,Andhra Pradesh,0.805,0.05,Normal,1976.92,Jute
Embroidery & Needlecraft,Table Runner,662.69,7,Srinagar,Jammu and Kashmir,0.669,0.0012,Festival,2728.7,Silk
Pottery & Terracotta,Vase,45.75,3,Thanjavur,Tamil Nadu,0.518,-0.1094,Festival,1471.96,Terracotta
Pottery & Terracotta,Planter,103.0,2,Kutch,Gujarat,0.62,0.151,Normal,1309.61,Terracotta
"Bamboo, Cane & Natural Fibre",Decorative Item,222.25,1,Moradabad,Uttar Pradesh,0.831,-0.0818,Normal,2476.77,Bamboo
Leather & Traditional Craft,Belt,1142.22,4,Bastar,Chhattisgarh,0.722,-0.1468,Normal,5319.48,Leather
Handloom & Textiles,Rug,262.0,3,Pochampally,Telangana,0.375,-0.0862,Wedding,2632.14,Cotton
Woodcraft,Wall Décor,414.91,9,Assam,Assam,0.742,-0.0966,Normal,2951.96,Wood
Ceramics,Home Décor,200.66,1,Pochampally,Telangana,0.783,0.0456,Normal,1919.05,Ceramic
Handmade Jewellery,Metal Jewellery,1140.8,3,Moradabad,Uttar Pradesh,0.442,0.1172,Normal,4087.16,Silver
"Bamboo, Cane & Natural Fibre",Decorative Item,299.92,4,Thanjavur,Tamil Nadu,0.889,-0.0403,Festival,2467.2,Bamboo
Woodcraft,Kitchenware,525.64,2,Kashmir,Jammu and Kashmir,0.366,0.1263,Normal,3755.4,Wood
Pottery & Terracotta,Planter,79.47,1,Jaipur,Rajasthan,0.688,0.0517,Wedding,1163.31,Clay
Metal Crafts,Decorative Item,1323.01,7,Saharanpur,Uttar Pradesh,0.845,0.0691,Wedding,8721.43,Copper
Handmade Bags & Accessories,Backpack,460.16,4,Kolkata,West Bengal,0.723,-0.0175,Normal,2361.11,Leather
Handmade Toys,Puppet,234.92,2,Kondapalli,Andhra Pradesh,0.681,0.0706,Winter,1805.55,Cotton
Natural / Eco-friendly Crafts,Eco-friendly Packaging,265.05,3,Srinagar,Jammu and Kashmir,0.684,-0.0736,Summer,2441.79,Jute
Woodcraft,Kitchenware,308.19,11,Saharanpur,Uttar Pradesh,0.515,-0.0407,Festival,2733.43,Wood
"Bamboo, Cane & Natural Fibre",Storage Box,196.46,2,Raghurajpur,Odisha,0.745,-0.1065,Festival,2228.68,Bamboo
Handmade Home Décor,Mirror,527.08,4,Channapatna,Karnataka,0.46,0.1788,Wedding,2815.0,Wood
Ceramics,Vase,117.82,3,Moradabad,Uttar Pradesh,0.574,0.0745,Festival,2279.51,Ceramic
Handloom & Textiles,Fabric,504.33,7,Kashmir,Jammu and Kashmir,0.517,-0.012,Summer,3234.82,Cotton
Paintings & Art,Gond Art,167.64,8,Moradabad,Uttar Pradesh,0.658,0.0951,Normal,1634.95,Acrylic
Woodcraft,Decorative Panel,517.08,9,Khurja,Uttar Pradesh,0.403,0.0826,Festival,2692.46,Wood
Leather & Traditional Craft,Decorative Leather Product,816.14,7,Bastar,Chhattisgarh,0.696,0.1851,Normal,3659.82,Leather
Woodcraft,Wall Décor,576.47,13,Jaipur,Rajasthan,0.551,0.1282,Summer,4444.54,Wood
Leather & Traditional Craft,Footwear,779.52,5,Bastar,Chhattisgarh,0.667,0.1667,Normal,4766.4,Leather
Handmade Bags & Accessories,Handbag,403.29,3,Kondapalli,Andhra Pradesh,0.873,0.1032,Normal,2010.14,Leather
Woodcraft,Tray,602.21,14,Srinagar,Jammu and Kashmir,0.681,-0.1084,Winter,2418.23,Wood
Ceramics,Vase,108.62,1,Madhubani,Bihar,0.383,0.1293,Festival,1336.85,Ceramic
Leather & Traditional Craft,Belt,746.63,5,Channapatna,Karnataka,0.459,0.0631,Normal,3450.8,Leather
Handmade Jewellery,Necklace,280.31,1,Raghurajpur,Odisha,0.526,0.2168,Normal,2998.61,Beads
Handmade Jewellery,Terracotta Jewellery,279.72,4,Kashmir,Jammu and Kashmir,0.613,-0.0346,Festival,3737.61,Terracotta
Handmade Home Décor,Mirror,303.7,3,Srinagar,Jammu and Kashmir,0.505,0.1496,Festival,2477.59,Wood
Metal Crafts,Lamp,1209.25,8,Narsapur,Andhra Pradesh,0.639,-0.1131,Normal,6355.8,Brass
Natural / Eco-friendly Crafts,Palm-leaf Product,145.46,2,Jaipur,Rajasthan,0.535,-0.0025,Monsoon,1179.99,Palm Leaf
Woodcraft,Wall Décor,58.95,8,Khurja,Uttar Pradesh,0.583,0.1517,Normal,2138.82,Wood
Paintings & Art,Phad Painting,513.42,5,Moradabad,Uttar Pradesh,0.329,0.131,Festival,2896.61,Cotton
Handmade Home Décor,Candle,435.98,4,Thanjavur,Tamil Nadu,0.824,-0.1074,Normal,3179.88,Beeswax
Handmade Home Décor,Candle,481.49,3,Kashmir,Jammu and Kashmir,0.783,0.3,Normal,3593.65,Beeswax
"Bamboo, Cane & Natural Fibre",Lampshade,45.65,5,Srikalahasti,Andhra Pradesh,0.972,0.1089,Normal,2048.47,Jute
Handloom & Textiles,Stole,429.94,8,Thanjavur,Tamil Nadu,0.71,-0.0901,Festival,4867.77,Linen
Ceramics,Decorative Piece,234.99,1,Srinagar,Jammu and Kashmir,0.752,0.1262,Summer,1779.44,Ceramic
Embroidery & Needlecraft,Embroidered Bag,203.83,9,Srikalahasti,Andhra Pradesh,0.566,0.0441,Festival,3402.99,Jute
Handmade Jewellery,Handmade Earrings,638.16,1,Channapatna,Karnataka,0.815,-0.0105,Summer,3536.25,Lac
Handloom & Textiles,Towel,509.75,7,Kondapalli,Andhra Pradesh,0.517,-0.0161,Normal,2851.18,Cotton
Ceramics,Mug,91.91,1,Channapatna,Karnataka,0.375,0.1068,Festival,1507.0,Stoneware
Pottery & Terracotta,Planter,69.04,1,Srikalahasti,Andhra Pradesh,0.817,0.0299,Normal,1313.32,Clay
Ceramics,Plate,118.9,3,Kutch,Gujarat,0.585,0.0662,Normal,1481.51,Ceramic
Metal Crafts,Copperware,1305.18,8,Bhubaneswar,Odisha,0.46,0.0249,Normal,6708.31,Copper
Handmade Jewellery,Bracelet,448.75,5,Etikoppaka,Andhra Pradesh,0.586,0.0419,Festival,3552.33,Lac
Woodcraft,Tray,547.09,1,Narsapur,Andhra Pradesh,0.377,0.1207,Festival,1760.04,Wood
Leather & Traditional Craft,Decorative Leather Product,592.79,6,Khurja,Uttar Pradesh,0.915,0.0753,Normal,3047.61,Leather
Handloom & Textiles,Towel,488.43,3,Bastar,Chhattisgarh,0.567,0.1115,Festival,2325.7,Cotton
Ceramics,Vase,64.03,3,Khurja,Uttar Pradesh,0.657,0.0262,Summer,1826.81,Ceramic
Handmade Home Décor,Wall Hanging,370.73,4,Madhubani,Bihar,0.748,0.1511,Festival,1760.37,Jute
Ceramics,Home Décor,300.56,2,Etikoppaka,Andhra Pradesh,0.751,0.0131,Summer,1782.75,Porcelain
Pottery & Terracotta,Clay Pot,30.0,3,Etikoppaka,Andhra Pradesh,0.564,0.1514,Festival,1247.11,Clay
"Bamboo, Cane & Natural Fibre",Bottle/Container,244.26,1,Saharanpur,Uttar Pradesh,0.742,-0.0904,Monsoon,2177.92,Cane
Leather & Traditional Craft,Leather Bag,727.31,7,Narsapur,Andhra Pradesh,0.818,0.023,Festival,4668.01,Leather
Handmade Toys,Traditional Toy,160.19,4,Srinagar,Jammu and Kashmir,0.832,0.2007,Normal,1311.25,Wood
"Bamboo, Cane & Natural Fibre",Bottle/Container,146.57,5,Assam,Assam,0.851,-0.1862,Winter,1753.49,Cane
Pottery & Terracotta,Clay Pot,147.51,3,Raghurajpur,Odisha,0.833,-0.0194,Summer,2011.92,Clay
Metal Crafts,Metal Sculpture,598.49,1,Assam,Assam,0.862,0.0497,Winter,2498.09,Copper
Metal Crafts,Brassware,1229.53,6,Srinagar,Jammu and Kashmir,0.595,-0.0444,Normal,6656.63,Brass
Pottery & Terracotta,Kitchenware,142.02,1,Raghurajpur,Odisha,0.631,0.2222,Normal,1346.91,Terracotta
Metal Crafts,Copperware,1391.81,6,Thanjavur,Tamil Nadu,0.655,0.0301,Summer,3545.65,Copper
Metal Crafts,Metal Sculpture,1384.1,12,Srinagar,Jammu and Kashmir,0.685,0.0273,Normal,3853.57,Bell Metal
Metal Crafts,Brassware,1512.25,10,Bastar,Chhattisgarh,0.739,0.0158,Summer,5706.29,Brass
Paintings & Art,Folk Painting,449.91,8,Kolkata,West Bengal,0.72,0.1089,Normal,2647.8,Watercolour
Handmade Bags & Accessories,Handbag,512.08,6,Bastar,Chhattisgarh,0.748,0.0511,Winter,2922.42,Leather
Pottery & Terracotta,Sculpture,64.32,3,Thanjavur,Tamil Nadu,0.968,0.1471,Winter,2458.75,Terracotta
Pottery & Terracotta,Decorative Pot,167.31,1,Kashmir,Jammu and Kashmir,0.447,-0.0288,Monsoon,1449.24,Clay
Metal Crafts,Jewellery,2488.15,2,Channapatna,Karnataka,0.751,-0.049,Normal,9532.32,Silver
Woodcraft,Wooden Jewellery,369.06,6,Kondapalli,Andhra Pradesh,0.577,-0.1067,Monsoon,2365.78,Wood
Woodcraft,Kitchenware,348.14,9,Pochampally,Telangana,0.66,-0.044,Normal,1856.69,Wood
Natural / Eco-friendly Crafts,Jute Product,207.92,5,Bastar,Chhattisgarh,0.728,0.0727,Festival,2359.06,Jute
Pottery & Terracotta,Planter,30.0,1,Kondapalli,Andhra Pradesh,0.537,0.0006,Winter,835.42,Clay
Handmade Toys,Wooden Toy,260.16,4,Assam,Assam,0.557,0.141,Summer,2118.82,Wood
Metal Crafts,Utensil,742.66,8,Kondapalli,Andhra Pradesh,0.67,-0.0294,Normal,6170.44,Copper
Metal Crafts,Metal Sculpture,1522.12,8,Srinagar,Jammu and Kashmir,0.375,0.0792,Wedding,6189.26,Bell Metal
Woodcraft,Sculpture,670.96,13,Srinagar,Jammu and Kashmir,0.688,0.0715,Normal,3212.75,Wood
"Bamboo, Cane & Natural Fibre",Household Product,65.92,3,Kolkata,West Bengal,0.488,0.1498,Wedding,974.82,Bamboo
Ceramics,Mug,169.85,2,Madhubani,Bihar,0.756,0.1317,Normal,1894.9,Stoneware
Handmade Bags & Accessories,Tote Bag,349.27,6,Saharanpur,Uttar Pradesh,0.251,0.1816,Monsoon,1371.41,Canvas
Paintings & Art,Phad Painting,379.7,4,Bhubaneswar,Odisha,0.531,0.022,Monsoon,1407.12,Watercolour
Handmade Jewellery,Wooden Jewellery,438.5,3,Pochampally,Telangana,0.574,0.0728,Winter,2309.59,Wood
Natural / Eco-friendly Crafts,Natural-fibre Basket,265.46,5,Khurja,Uttar Pradesh,0.458,0.0859,Normal,1407.4,Coir
Handloom & Textiles,Rug,381.65,11,Pochampally,Telangana,0.715,-0.1316,Wedding,2036.51,Cotton
Paintings & Art,Folk Painting,186.61,6,Narsapur,Andhra Pradesh,0.777,0.1281,Normal,2846.98,Natural Pigment
